38.16046	17.04203	78.65069	62.65820	66.59510
95.48870	56.88297	35.18623	44.56110	66.75360
11.71993	 3.00551	95.60230	27.00056	62.24074
32.69988	57.93828	73.43080	 3.53146	67.89631
52.29181	30.18934	10.76695	89.05370	65.05689
60.94500	64.53240	 8.19836	 4.51172	52.71530
81.19120	 1.89260	95.16441	47.62300	42.67078
 5.98731	 1.32733	97.12213	41.16854	42.65890
 0.05720	 4.22967	68.08985	69.40700	68.63290
69.15630	93.56355	57.70469	86.34045	89.90700
 2.48244	83.15280	66.84900	97.93140	27.94410
10.49339	20.31402	30.87834	19.08935	36.83801
19.05176	21.53072	37.32918	66.17768	 5.35725
 6.30410	89.66718	41.96500	44.13600	69.71443
14.00750	46.94400	13.37550	57.26599	79.80919
83.03323	11.21851	67.06240	53.70530	13.25000
26.87341	45.05030	12.13730	99.56421	21.39400
24.79725	70.70462	17.23020	34.98088	96.62181
66.33132	40.49010	97.23683	56.00274	89.06500
91.49439	 8.87999	 4.31733	25.76740	20.68281
 1.59542	49.24630	42.42795	82.34310	40.89180
63.48500	79.04270	33.64072	27.68213	 3.00157
73.12364	68.56780	28.00198	83.59352	72.62981
71.52765	88.61197	 6.37073	77.75990	17.38760
 4.92073	73.83309	29.12428	91.91409	72.63480
37.08224	25.71700	72.31829	82.55326	50.13568
96.59242	21.48479	70.70500	76.37599	 6.11504
 7.75826	 2.16010	35.66470	83.88020	99.46079
84.41900	79.98020	63.96233	22.57040	60.78450
93.85200	 1.13686	13.33970	93.27900	77.01179
76.28459	 0.83098	 1.31770	48.63800	35.93844
 3.68506	83.80672	31.60050	50.72000	44.91218
43.17944	68.20100	46.16200	27.38981	88.42476
12.80011	85.51759	49.27400	16.11580	65.13180
83.29444	81.78700	37.38271	47.07083	72.97059
37.16035	 4.63570	60.44371	86.72786	 3.33310
22.08100	53.02200	 7.34983	64.32800	65.35570
99.38899	83.22940	85.75970	86.62900	36.79910
63.82820	41.57535	65.65924	98.07640	59.37693
27.65471	22.73700	59.49800	73.92622	29.45702
99.69021	74.41300	93.20867	17.03600	41.93270
98.75262	15.08409	 5.97530	64.00218	17.29200
35.24900	54.89510	44.12400	 5.35841	26.21881
47.58620	85.89926	48.13300	33.94431	26.16144
23.83697	80.35769	27.85167	36.75091	84.57939
49.58123	11.02168	 3.14741	65.86748	74.83480
29.58926	45.13110	23.40330	68.05567	29.71695
88.50400	49.51959	80.99394	36.94060	37.70925
66.68726	 1.58272	37.36605	39.78892	12.50300
47.17348	10.22326	23.25400	43.81350	50.78872
 2.93260	97.74978	73.20640	12.06208	96.83478
58.01570	55.24700	 9.40830	52.48748	13.89640
73.40921	23.20020	41.43800	37.06620	60.27230
41.07048	92.25206	72.09719	83.00200	75.89230
37.07300	66.26290	28.20287	89.31883	29.44777
49.36645	87.40289	61.70966	88.80840	39.81500
 1.70908	30.98598	91.36610	53.41644	95.23742
53.89053	70.22439	72.57060	28.20600	60.27290
85.27840	82.72778	91.22882	98.30700	57.76123
40.41616	82.32209	94.80400	51.28779	70.50500
94.58100	41.21310	 4.42888	14.37723	26.15374
75.20988	 1.76985	69.63300	21.14927	98.55260
43.83190	33.74300	13.18284	78.39380	25.94502
55.13500	 2.29210	48.52633	56.44321	95.94500
 6.05511	94.73496	32.21350	45.52661	82.21059
16.61138	61.52460	78.93477	73.07461	55.81679
67.96638	52.13865	95.62450	79.95600	 6.89129
70.22950	18.14280	37.38195	38.05850	15.32473
11.56490	56.93318	63.10120	60.15108	86.08231
21.61270	54.50891	61.09056	50.82600	72.17600
88.80600	82.10093	 8.33668	50.74499	 4.72690
50.08806	75.16580	80.57400	89.49597	73.04350
46.38970	51.92370	37.94935	48.38200	41.65537
 9.34035	71.67725	48.84274	49.51717	79.70346
 6.73070	84.84005	79.09740	34.95317	 1.51624
32.31608	 6.34480	60.85871	64.10618	73.54720
92.01819	37.45660	71.82380	76.72098	16.59210
68.64381	86.79370	79.15700	10.68827	24.42345
59.52099	65.53383	32.71551	45.49027	17.69500
 4.32995	65.54700	29.54822	82.87693	 4.44563
18.84659	38.01420	47.76759	57.81037	29.25660
93.66107	12.94867	40.99259	99.69141	82.25360
71.35749	99.52900	44.47400	30.37573	87.93528
83.45177	68.58321	81.52500	82.48300	69.36580
31.04831	18.50031	99.94077	22.00997	24.97723
75.74222	66.93600	40.82300	96.88121	46.56050
64.28160	31.33900	37.76074	59.41134	22.40131
45.88930	62.06645	97.94945	55.61240	95.06871
77.05152	32.57582	51.85500	79.78075	25.16300
43.15200	 5.21587	44.95482	83.06622	87.12166
11.97489	90.16125	88.72853	82.67380	45.58080
99.43110	39.51457	46.86119	44.04032	74.57624
55.39330	13.04422	81.72630	96.20300	29.46901
87.93007	47.01339	53.21600	87.12145	73.29170
 6.08940	12.34610	35.24600	23.05881	78.35740
 7.09874	97.17408	45.03109	81.45730	90.58488
38.88820	 4.14880	88.06452	64.57220	33.71004
39.53708	50.49254	81.59601	45.32790	72.78305
33.75520	75.39914	87.69593	87.84100	33.48911
18.47700	 3.12219	99.81443	42.69380	22.17000
