038.16046067,  0017.042029,  0078.650686,  062.6582,   00066.5951
000095.4887,      56.882967,     35.18622847,     0044.5611, 066.7536
      00011.719931,00003.005515,    0095.6023,      00027.00056, 0062.2407447
      32.6998823,     00057.93828,      073.4308,000003.53146,      67.89630585
    052.2918075,030.189344,10.766947,  0000089.0537,   65.0568906
     0060.945,     000064.5324, 08.198360529,004.5117217,000052.7153
 0000081.1912,0001.892597, 00095.16441,00000047.623,     00042.67078
      05.987314,     01.32733, 97.12212618, 0041.16854,   0000042.6589
  0.0571994576,     000004.22967, 68.08984915,   00000069.407, 000068.6329
  69.15629772, 000093.56355,     057.7046899,   086.34045401,    00000089.907
  002.482441,00083.1528,   0066.849,00097.9314,   00027.9441
    010.493386,      00020.314023,      0030.878343,0019.0893489,     36.838005
     0019.05176,   21.5307246,  37.329181, 00066.17768,     05.357254
0000006.3041,   0089.6671834,      000041.965,     0000044.136,   0069.71443
   0014.0075,     46.9440045,0000013.3755,      57.2659899,79.809193
 83.0332335,     0011.2185058,   0000067.0624,      0000053.7053,      00000013.25
   0026.8734132,     000045.0503,     00012.1373,  99.56421393, 000021.394
   024.7972473,    70.70462032,   0017.2302,     034.980879,  00096.62181
   66.3313242,00040.4901,    097.2368317,     56.00273683,  0000089.065
91.49438921, 008.87999128,   04.317333967,      025.7674,00020.68281
    1.59542055,  00049.2463,  42.42794999,    082.3431,      00040.8918
 0000063.485,      0000079.0427,     0033.640716,  027.682126,  003.0015694
  073.12364,   00068.5678, 28.00197547,    83.59352012, 00072.629808
   71.5276474,      000088.61197,6.370732,      0077.759903,      0000017.3876
     04.92072515,   73.8330871,29.12428399,     91.9140895,    000072.6348
      37.0822374,   00000025.717,  072.3182942, 00082.55326,50.13567611
 00096.59242,  21.48478822,  0070.705,     76.37599,0006.11504
007.7582612,  0000002.1601,    000035.6647,083.8801986,  00099.46079
     000084.419,000079.9802, 063.962334,0022.5704,     00060.7845
      0000093.852,01.136861,   013.3397,    000093.279, 77.01179
  0076.28459,    000.83098292,   1.317699,     0000048.638,0035.9384421
     0003.6850649,    00083.806719,  00031.6005,      00000050.72,    44.91218
    043.17943735, 0068.201,    00046.162,    027.389812,      88.4247556
 12.80011009,00085.51759,  0049.274,   000016.1158, 065.1318
 83.29443908,      0000081.787,037.38271,      0047.0708294,      72.970586
37.1603527,    000004.6357,     60.44370661,   086.727865,      3.33310445
  00000022.081,   00000053.022,7.349832347,  0000064.328,      00065.3557
   99.38899,     0000083.2294,     0000085.7597,   00000086.629,     000036.7991
    0000063.8282,41.575354,      065.6592368,  000098.0764,    000059.37693
027.65470816,  00000022.737,0000059.498,      073.92621742,   0029.4570165
 0099.690205,00000074.413,      0093.2086666,   0017.036,     041.932698
